GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049
Id,Id2,Geography,Total:,Male:,Male: - Under 5 years,Male: - 5 to 9 years,Male: - 10 to 14 years,Male: - 15 to 17 years,Male: - 18 and 19 years,Male: - 20 years,Male: - 21 years,Male: - 22 to 24 years,Male: - 25 to 29 years,Male: - 30 to 34 years,Male: - 35 to 39 years,Male: - 40 to 44 years,Male: - 45 to 49 years,Male: - 50 to 54 years,Male: - 55 to 59 years,Male: - 60 and 61 years,Male: - 62 to 64 years,Male: - 65 and 66 years,Male: - 67 to 69 years,Male: - 70 to 74 years,Male: - 75 to 79 years,Male: - 80 to 84 years,Male: - 85 years and over,Female:,Female: - Under 5 years,Female: - 5 to 9 years,Female: - 10 to 14 years,Female: - 15 to 17 years,Female: - 18 and 19 years,Female: - 20 years,Female: - 21 years,Female: - 22 to 24 years,Female: - 25 to 29 years,Female: - 30 to 34 years,Female: - 35 to 39 years,Female: - 40 to 44 years,Female: - 45 to 49 years,Female: - 50 to 54 years,Female: - 55 to 59 years,Female: - 60 and 61 years,Female: - 62 to 64 years,Female: - 65 and 66 years,Female: - 67 to 69 years,Female: - 70 to 74 years,Female: - 75 to 79 years,Female: - 80 to 84 years,Female: - 85 years and over
1500000US245102710013,245102710013,"Block Group 3, Census Tract 2710.01, Baltimore city, Maryland",921,410,47,25,34,18,14,5,10,26,22,33,22,28,35,34,25,4,9,2,4,6,3,2,2,511,46,24,24,17,20,11,14,37,57,33,32,39,39,32,24,9,14,7,9,11,5,3,4
1500000US245102710021,245102710021,"Block Group 1, Census Tract 2710.02, Baltimore city, Maryland",1206,546,36,40,34,26,15,3,9,28,25,31,27,36,41,34,45,13,17,10,7,23,22,11,13,660,38,27,34,25,8,7,6,20,41,33,36,53,36,64,49,21,29,11,15,29,29,30,19
1500000US245102710022,245102710022,"Block Group 2, Census Tract 2710.02, Baltimore city, Maryland",676,288,14,26,22,14,5,6,4,7,21,18,18,19,22,22,22,4,5,8,4,8,8,5,6,388,24,25,23,13,8,4,5,16,27,17,22,21,17,37,25,15,16,5,8,14,20,20,6
1500000US245102710023,245102710023,"Block Group 3, Census Tract 2710.02, Baltimore city, Maryland",566,246,22,17,18,12,7,3,2,11,9,13,18,23,20,20,14,3,5,6,5,12,6,0,0,320,14,21,19,16,15,3,3,11,15,22,14,14,34,24,27,9,9,10,2,10,12,12,4
1500000US245102710024,245102710024,"Block Group 4, Census Tract 2710.02, Baltimore city, Maryland",775,355,30,24,24,17,11,10,9,16,26,14,24,21,27,29,27,7,5,8,7,8,6,1,4,420,33,36,29,22,15,8,9,16,36,18,34,30,24,27,22,10,10,8,7,6,7,9,4
1500000US245102710025,245102710025,"Block Group 5, Census Tract 2710.02, Baltimore city, Maryland",909,390,31,31,33,17,19,5,7,18,32,22,23,28,25,28,13,7,9,10,7,14,7,2,2,519,44,38,34,28,20,7,5,24,39,29,19,32,41,34,25,18,9,11,15,24,10,6,7
1500000US245102711011,245102711011,"Block Group 1, Census Tract 2711.01, Baltimore city, Maryland",1045,415,18,15,10,6,1,4,34,40,30,27,19,36,28,33,31,8,18,3,8,16,14,7,9,630,18,17,14,8,6,8,96,76,40,32,31,34,25,34,37,11,30,8,16,22,28,21,18
1500000US245102711012,245102711012,"Block Group 2, Census Tract 2711.01, Baltimore city, Maryland",15,9,1,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,1,0,0,0,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0
1500000US245102711013,245102711013,"Block Group 3, Census Tract 2711.01, Baltimore city, Maryland",986,459,29,31,29,12,9,5,23,26,24,24,19,35,40,35,43,8,15,7,10,16,8,8,3,527,26,27,43,14,8,7,21,20,17,14,41,54,34,45,31,10,28,6,13,25,17,18,8
1500000US245102711021,245102711021,"Block Group 1, Census Tract 2711.02, Baltimore city, Maryland",3636,1405,10,26,28,12,516,290,233,129,12,0,10,20,17,21,24,9,10,8,10,6,8,2,4,2231,12,24,21,15,971,404,413,186,23,2,13,27,20,27,20,8,9,8,4,12,5,1,6
1500000US245102711022,245102711022,"Block Group 2, Census Tract 2711.02, Baltimore city, Maryland",889,409,26,41,22,16,9,2,0,11,14,20,31,34,33,28,33,14,17,13,10,14,13,5,3,480,36,43,31,24,11,6,6,15,9,26,35,33,53,31,34,14,19,12,13,14,6,5,4
1500000US245102712001,245102712001,"Block Group 1, Census Tract 2712, Baltimore city, Maryland",660,324,30,39,18,10,3,3,3,6,7,13,21,30,29,31,26,14,11,4,5,7,7,6,1,336,20,28,26,8,6,2,3,5,10,10,33,28,31,33,28,6,11,10,8,8,6,7,9
1500000US245102712002,245102712002,"Block Group 2, Census Tract 2712, Baltimore city, Maryland",1231,606,45,31,18,18,44,19,26,35,49,36,52,39,49,41,24,18,22,6,11,11,6,3,3,625,26,28,25,12,49,11,11,25,54,51,50,39,50,45,48,19,21,15,15,12,10,5,4
1500000US245102712003,245102712003,"Block Group 3, Census Tract 2712, Baltimore city, Maryland",974,455,50,33,19,14,6,3,2,11,13,21,35,50,37,28,34,16,28,13,14,10,10,3,5,519,45,28,33,10,6,2,2,14,24,32,47,40,39,44,43,13,25,14,15,15,10,11,7
1500000US245102712004,245102712004,"Block Group 4, Census Tract 2712, Baltimore city, Maryland",932,450,36,44,35,20,13,1,0,2,5,11,32,50,39,47,33,14,19,6,9,16,12,3,3,482,50,43,40,21,6,1,5,5,9,16,43,39,47,36,37,16,13,9,12,14,10,5,5
1500000US245102712005,245102712005,"Block Group 5, Census Tract 2712, Baltimore city, Maryland",1008,507,42,39,30,22,9,4,1,6,9,12,33,37,42,52,45,15,21,10,26,18,12,15,7,501,26,42,26,13,15,1,1,6,8,17,41,38,35,45,51,10,31,20,11,12,15,10,27
1500000US245102712006,245102712006,"Block Group 6, Census Tract 2712, Baltimore city, Maryland",1298,614,45,55,50,24,11,0,4,14,6,23,36,46,53,57,45,17,26,17,20,21,17,15,12,684,36,63,29,22,5,3,8,5,11,28,41,56,62,62,60,23,27,22,25,28,19,28,21
1500000US245102713001,245102713001,"Block Group 1, Census Tract 2713, Baltimore city, Maryland",1426,691,37,47,48,31,11,7,9,25,38,40,37,41,47,39,56,26,32,17,14,35,26,18,10,735,33,27,35,27,6,4,0,36,43,45,58,59,55,55,61,29,32,25,28,31,14,18,14
1500000US245102713002,245102713002,"Block Group 2, Census Tract 2713, Baltimore city, Maryland",558,275,14,21,23,9,3,1,0,16,21,11,20,25,24,21,20,5,8,6,9,6,7,4,1,283,15,16,19,7,3,0,0,3,17,22,26,35,19,20,29,7,13,7,7,7,4,4,3
1500000US245102713003,245102713003,"Block Group 3, Census Tract 2713, Baltimore city, Maryland",807,432,25,21,46,17,2,2,0,27,29,25,19,30,44,24,33,14,19,8,15,14,6,6,6,375,15,32,29,16,4,2,2,5,8,17,17,24,36,39,35,15,19,9,15,19,6,7,4
1500000US245102714001,245102714001,"Block Group 1, Census Tract 2714, Baltimore city, Maryland",836,407,20,35,35,16,16,2,1,6,5,10,17,22,33,53,33,12,21,13,11,7,16,9,14,429,14,27,23,21,2,2,0,9,14,12,25,25,44,37,43,10,22,17,8,13,18,19,24
1500000US245102714002,245102714002,"Block Group 2, Census Tract 2714, Baltimore city, Maryland",1237,596,21,58,56,21,5,2,4,10,26,30,42,51,45,44,57,25,28,15,11,16,11,10,8,641,39,50,29,20,5,1,1,17,25,28,54,65,62,51,66,20,27,17,12,14,22,10,6
1500000US245102714003,245102714003,"Block Group 3, Census Tract 2714, Baltimore city, Maryland",1657,787,44,37,39,8,8,14,12,71,83,80,50,63,43,49,52,16,28,14,20,24,15,10,7,870,40,38,42,21,9,7,14,77,83,68,56,72,40,53,62,18,40,17,26,28,20,17,22
1500000US245102715011,245102715011,"Block Group 1, Census Tract 2715.01, Baltimore city, Maryland",708,332,10,18,18,12,2,5,5,4,16,12,19,23,22,29,43,15,21,11,8,11,13,4,11,376,17,20,16,5,5,1,1,6,16,16,28,24,27,40,49,17,20,13,8,13,6,12,16
1500000US245102715012,245102715012,"Block Group 2, Census Tract 2715.01, Baltimore city, Maryland",525,237,6,12,13,10,4,2,0,8,11,21,23,16,19,17,25,9,4,5,10,7,7,5,3,288,19,8,10,9,0,1,1,6,28,16,19,18,25,26,29,8,11,11,10,12,8,10,3
1500000US245102715013,245102715013,"Block Group 3, Census Tract 2715.01, Baltimore city, Maryland",693,318,21,11,21,10,3,2,2,8,19,24,29,26,23,17,24,8,18,9,10,11,5,8,9,375,22,28,19,10,0,2,1,5,31,15,25,36,28,22,33,18,11,7,7,4,10,13,28
1500000US245102715014,245102715014,"Block Group 4, Census Tract 2715.01, Baltimore city, Maryland",1050,487,29,47,37,14,3,3,0,11,15,24,26,39,45,37,40,24,22,7,14,23,11,8,8,563,31,35,26,22,1,2,1,5,26,29,28,60,55,54,49,30,25,16,20,14,12,12,10
1500000US245102715015,245102715015,"Block Group 5, Census Tract 2715.01, Baltimore city, Maryland",1207,540,65,51,30,8,5,6,3,12,65,61,60,38,32,20,37,5,11,2,9,7,5,4,4,667,61,43,31,17,6,5,8,26,107,90,53,41,26,28,48,7,20,4,7,12,6,11,10
1500000US245102715031,245102715031,"Block Group 1, Census Tract 2715.03, Baltimore city, Maryland",856,344,6,5,5,0,1,0,0,6,20,16,22,13,17,14,40,13,17,15,15,34,37,27,21,512,3,9,3,1,1,0,1,8,27,26,13,12,23,29,58,16,45,24,31,53,54,51,24
1500000US245102716001,245102716001,"Block Group 1, Census Tract 2716, Baltimore city, Maryland",773,322,35,26,27,16,10,1,3,14,26,13,16,19,23,23,19,8,3,0,4,7,22,5,2,451,32,25,23,14,13,12,5,18,38,36,20,18,34,55,22,5,11,5,15,21,13,11,5
1500000US245102716002,245102716002,"Block Group 2, Census Tract 2716, Baltimore city, Maryland",884,386,68,39,39,18,10,5,11,19,42,31,26,15,18,16,7,5,2,2,3,4,2,3,1,498,47,35,33,27,24,15,12,37,54,33,25,29,31,26,23,8,6,4,4,10,7,6,2
1500000US245102716003,245102716003,"Block Group 3, Census Tract 2716, Baltimore city, Maryland",740,333,15,20,22,14,12,1,4,8,19,13,10,18,35,25,24,11,23,8,12,19,13,6,1,407,22,19,19,18,7,3,9,16,22,31,17,22,27,43,35,14,21,6,15,14,15,6,6
1500000US245102716004,245102716004,"Block Group 4, Census Tract 2716, Baltimore city, Maryland",870,394,46,28,33,19,15,6,3,15,21,17,23,27,39,35,13,9,17,7,2,12,4,2,1,476,40,29,20,19,14,10,8,34,39,31,29,27,26,36,23,15,17,6,10,13,13,11,6
1500000US245102716005,245102716005,"Block Group 5, Census Tract 2716, Baltimore city, Maryland",466,206,18,13,16,8,8,2,3,6,14,6,8,13,10,20,13,1,12,4,7,4,8,6,6,260,21,11,11,4,6,5,4,11,18,10,15,14,26,27,11,6,11,7,8,15,6,9,4
1500000US245102716006,245102716006,"Block Group 6, Census Tract 2716, Baltimore city, Maryland",790,349,18,31,12,30,16,7,8,13,24,23,18,35,32,24,21,9,9,2,4,5,5,3,0,441,31,18,28,24,21,7,7,30,30,31,37,39,31,36,23,0,11,7,6,8,10,5,1
1500000US245102717001,245102717001,"Block Group 1, Census Tract 2717, Baltimore city, Maryland",452,198,2,5,0,1,1,0,0,0,5,0,4,5,5,12,15,4,17,18,18,29,17,15,25,254,6,1,3,2,4,0,0,3,2,3,5,7,7,6,11,5,13,4,20,24,28,38,62
1500000US245102717002,245102717002,"Block Group 2, Census Tract 2717, Baltimore city, Maryland",940,442,23,29,32,21,20,9,8,17,17,18,18,35,38,38,22,10,14,10,12,29,10,6,6,498,29,21,28,14,11,6,4,21,19,20,24,24,40,36,29,16,23,11,21,36,31,21,13
1500000US245102717003,245102717003,"Block Group 3, Census Tract 2717, Baltimore city, Maryland",971,448,25,18,38,25,16,6,6,23,17,23,22,27,36,33,41,13,15,7,12,17,13,12,3,523,20,21,32,21,14,6,8,10,26,27,36,30,41,44,40,21,12,15,23,27,30,11,8
1500000US245102717004,245102717004,"Block Group 4, Census Tract 2717, Baltimore city, Maryland",1402,663,38,46,37,25,17,15,8,13,28,37,30,38,64,59,47,16,21,7,28,32,25,19,13,739,27,43,42,19,28,6,5,21,42,36,37,34,55,79,51,16,26,18,30,44,34,21,25
1500000US245102717005,245102717005,"Block Group 5, Census Tract 2717, Baltimore city, Maryland",1340,599,58,57,44,33,24,3,7,23,50,38,26,39,35,55,38,11,16,5,5,13,8,6,5,741,64,41,44,30,18,11,12,29,59,51,32,49,63,47,42,14,33,20,13,24,26,14,5
1500000US245102717006,245102717006,"Block Group 6, Census Tract 2717, Baltimore city, Maryland",543,256,22,13,16,10,7,6,7,14,16,12,10,23,19,25,17,5,5,9,7,5,5,2,1,287,16,17,25,17,11,4,3,12,13,19,19,18,21,27,22,4,8,7,6,7,5,3,3
1500000US245102718011,245102718011,"Block Group 1, Census Tract 2718.01, Baltimore city, Maryland",783,371,31,32,34,22,14,6,7,12,27,16,18,28,31,17,23,12,9,2,11,6,8,3,2,412,28,26,34,27,13,10,3,21,19,32,30,30,20,28,16,15,15,9,4,12,12,3,5
1500000US245102718012,245102718012,"Block Group 2, Census Tract 2718.01, Baltimore city, Maryland",1046,485,33,28,28,17,10,8,5,12,26,22,22,43,38,51,31,11,24,14,17,18,15,8,4,561,22,30,25,19,12,7,9,20,33,23,39,24,48,62,43,28,28,7,16,24,19,12,11
1500000US245102718013,245102718013,"Block Group 3, Census Tract 2718.01, Baltimore city, Maryland",1346,596,37,37,44,26,14,11,7,19,27,33,36,40,51,40,45,13,14,17,21,33,21,9,1,750,27,36,41,31,19,9,7,24,36,42,35,33,53,48,69,36,38,24,36,49,28,20,9
1500000US245102718021,245102718021,"Block Group 1, Census Tract 2718.02, Baltimore city, Maryland",458,221,15,20,10,15,18,2,2,15,11,10,8,13,14,21,17,4,1,1,4,5,10,5,0,237,21,19,13,9,8,2,1,15,15,10,15,12,9,25,14,4,11,6,7,7,7,4,3
1500000US245102718022,245102718022,"Block Group 2, Census Tract 2718.02, Baltimore city, Maryland",608,278,21,25,20,13,20,9,7,17,20,14,14,16,15,18,13,5,12,1,2,7,6,3,0,330,35,29,17,10,10,5,3,14,29,15,21,22,21,15,18,8,8,2,7,21,6,11,3
1500000US245102718023,245102718023,"Block Group 3, Census Tract 2718.02, Baltimore city, Maryland",717,322,25,34,21,20,15,7,7,20,22,22,11,12,25,26,9,13,9,7,7,1,3,2,4,395,40,25,29,12,11,9,5,16,30,23,22,21,22,29,27,6,13,7,12,16,5,12,3
1500000US245102718024,245102718024,"Block Group 4, Census Tract 2718.02, Baltimore city, Maryland",1210,579,38,51,50,32,24,11,6,19,33,25,32,39,54,44,39,14,12,11,9,15,11,7,3,631,40,44,38,22,16,14,11,27,39,34,45,28,52,41,51,15,26,14,19,20,15,13,7
1500000US245102719001,245102719001,"Block Group 1, Census Tract 2719, Baltimore city, Maryland",746,343,23,21,20,14,11,2,6,7,21,18,14,29,30,20,29,9,11,5,17,17,11,5,3,403,17,19,25,19,14,1,1,10,28,19,30,39,25,30,26,14,15,12,17,12,9,11,10
1500000US245102719002,245102719002,"Block Group 2, Census Tract 2719, Baltimore city, Maryland",672,307,18,22,23,15,7,3,2,8,12,17,21,27,18,23,24,6,6,8,7,21,14,4,1,365,20,25,26,11,12,7,2,15,24,18,15,26,24,18,26,12,24,7,6,17,16,7,7
1500000US245102719003,245102719003,"Block Group 3, Census Tract 2719, Baltimore city, Maryland",829,357,18,22,18,16,13,6,2,8,13,12,22,16,24,18,28,8,20,13,20,25,13,5,17,472,12,15,19,13,3,3,4,15,13,16,24,24,34,22,33,19,31,22,21,26,28,30,45
1500000US245102719004,245102719004,"Block Group 4, Census Tract 2719, Baltimore city, Maryland",733,340,21,19,24,15,13,9,5,19,23,16,20,21,21,29,25,5,17,6,10,5,11,3,3,393,22,21,26,19,7,6,6,10,19,21,16,19,40,35,34,12,13,7,11,17,18,5,9
1500000US245102719005,245102719005,"Block Group 5, Census Tract 2719, Baltimore city, Maryland",793,353,17,18,28,12,9,5,3,19,16,12,18,19,23,37,30,8,18,10,8,14,16,10,3,440,18,22,26,18,10,5,5,11,22,16,18,32,24,24,47,22,21,9,21,28,24,6,11
1500000US245102720031,245102720031,"Block Group 1, Census Tract 2720.03, Baltimore city, Maryland",810,402,38,37,42,24,12,6,5,5,39,18,20,25,28,18,28,12,13,3,10,7,3,5,4,408,22,35,38,21,16,2,8,10,31,26,30,28,18,24,31,17,12,7,7,4,9,4,8
1500000US245102720032,245102720032,"Block Group 2, Census Tract 2720.03, Baltimore city, Maryland",831,391,32,46,49,18,5,3,2,15,30,17,37,28,23,29,11,7,8,2,2,8,8,5,6,440,32,35,44,16,7,4,5,12,39,33,41,30,23,24,21,11,14,4,8,10,10,13,4
1500000US245102720033,245102720033,"Block Group 3, Census Tract 2720.03, Baltimore city, Maryland",1494,706,55,62,47,44,25,15,8,30,42,45,44,45,32,51,41,14,18,9,21,19,17,7,15,788,59,52,62,42,23,11,5,27,52,50,50,49,47,55,50,24,21,21,16,26,19,10,17
1500000US245102720034,245102720034,"Block Group 4, Census Tract 2720.03, Baltimore city, Maryland",1818,827,67,80,84,46,27,18,13,16,18,41,38,36,56,52,57,13,21,17,13,22,18,34,40,991,74,85,73,62,30,18,6,20,34,35,42,50,56,43,66,22,43,12,21,31,43,47,78
1500000US245102720035,245102720035,"Block Group 5, Census Tract 2720.03, Baltimore city, Maryland",864,420,49,38,47,21,16,6,7,23,25,28,15,17,24,24,17,10,13,6,9,8,5,9,3,444,42,36,34,23,12,10,6,19,29,29,31,21,24,19,28,10,14,5,11,13,9,11,8
1500000US245102720041,245102720041,"Block Group 1, Census Tract 2720.04, Baltimore city, Maryland",1667,766,136,28,15,9,7,2,5,90,181,67,31,25,17,21,18,13,17,11,6,18,11,18,20,901,124,20,15,10,12,23,25,149,116,68,31,26,19,29,24,19,26,13,19,25,31,24,53
1500000US245102720042,245102720042,"Block Group 2, Census Tract 2720.04, Baltimore city, Maryland",2121,899,63,48,56,25,18,5,9,31,74,57,24,26,37,47,47,19,37,16,31,54,37,68,70,1222,63,42,41,35,12,14,12,45,88,55,32,51,36,48,64,22,33,33,52,66,100,130,148
1500000US245102720051,245102720051,"Block Group 1, Census Tract 2720.05, Baltimore city, Maryland",1121,487,38,45,42,28,3,7,1,14,27,28,19,13,21,27,26,18,14,8,11,11,15,30,41,634,54,56,34,20,10,3,3,13,31,25,27,21,20,23,35,13,15,18,18,29,37,51,78
1500000US245102720052,245102720052,"Block Group 2, Census Tract 2720.05, Baltimore city, Maryland",930,432,61,50,48,21,9,6,7,10,27,31,22,18,11,28,25,8,10,8,4,7,8,4,9,498,56,51,49,27,21,8,9,21,31,25,24,22,20,31,21,11,11,8,9,8,10,8,17
1500000US245102720053,245102720053,"Block Group 3, Census Tract 2720.05, Baltimore city, Maryland",1378,626,57,55,47,27,9,6,10,37,70,57,38,30,16,39,38,12,14,6,12,11,12,7,16,752,62,44,37,28,24,20,11,47,88,53,45,39,36,38,44,10,10,4,17,23,15,28,29
1500000US245102720061,245102720061,"Block Group 1, Census Tract 2720.06, Baltimore city, Maryland",2229,980,108,62,47,25,23,10,12,46,92,52,55,40,63,55,57,21,33,13,15,34,38,30,49,1249,84,56,39,29,27,23,17,53,91,56,54,53,61,66,83,30,56,39,48,61,59,75,89
1500000US245102720062,245102720062,"Block Group 2, Census Tract 2720.06, Baltimore city, Maryland",1319,626,32,58,69,27,20,6,11,19,30,17,12,30,40,40,47,11,29,15,23,30,26,13,21,693,32,37,36,45,26,7,9,16,26,22,23,35,34,50,51,19,38,19,23,41,26,25,53
1500000US245102720071,245102720071,"Block Group 1, Census Tract 2720.07, Baltimore city, Maryland",2390,1138,105,69,76,57,29,29,17,64,92,101,56,66,77,67,75,34,34,12,18,26,13,10,11,1252,102,75,72,66,34,21,12,45,99,76,68,92,93,80,94,24,36,14,24,52,33,22,18
1500000US245102720072,245102720072,"Block Group 2, Census Tract 2720.07, Baltimore city, Maryland",1144,547,60,52,37,26,10,7,6,24,44,37,42,20,22,40,40,12,12,15,9,11,7,9,5,597,53,49,33,15,21,8,12,26,27,41,36,28,39,42,43,14,28,11,10,20,13,16,12
1500000US245102720073,245102720073,"Block Group 3, Census Tract 2720.07, Baltimore city, Maryland",833,342,15,12,12,9,12,2,4,17,29,25,20,26,19,23,27,12,12,11,9,13,7,13,13,491,28,2,10,7,7,2,3,21,32,28,23,18,29,40,37,19,23,17,23,31,23,23,45
1500000US245102801011,245102801011,"Block Group 1, Census Tract 2801.01, Baltimore city, Maryland",873,387,26,23,21,16,19,10,7,17,34,34,21,22,29,30,20,11,13,3,10,7,3,9,2,486,19,29,26,25,13,6,4,15,29,31,36,36,48,49,39,11,13,4,13,13,10,5,12
1500000US245102801012,245102801012,"Block Group 2, Census Tract 2801.01, Baltimore city, Maryland",1295,602,42,34,45,26,19,8,9,26,46,43,35,43,52,46,28,16,21,4,17,18,9,10,5,693,32,27,26,21,25,10,22,27,49,41,46,42,64,65,65,18,25,22,10,27,12,9,8
1500000US245102801013,245102801013,"Block Group 3, Census Tract 2801.01, Baltimore city, Maryland",1058,461,31,33,32,24,13,11,4,16,37,29,31,20,34,31,26,7,23,8,14,13,13,7,4,597,33,22,37,27,11,9,6,19,39,26,33,37,48,49,49,20,25,11,17,31,22,13,13
1500000US245102801021,245102801021,"Block Group 1, Census Tract 2801.02, Baltimore city, Maryland",400,158,2,3,2,2,5,0,0,1,2,4,5,5,6,11,11,5,10,5,8,24,12,21,14,242,2,1,2,2,1,0,1,4,3,5,5,2,12,12,16,6,12,7,21,24,30,31,43
1500000US245102801022,245102801022,"Block Group 2, Census Tract 2801.02, Baltimore city, Maryland",1026,480,16,27,33,19,19,10,4,15,23,19,23,43,42,37,43,10,21,14,12,21,14,7,8,546,24,19,20,24,10,5,7,22,18,23,30,33,39,61,42,24,15,14,20,31,21,19,25
1500000US245102801023,245102801023,"Block Group 3, Census Tract 2801.02, Baltimore city, Maryland",988,486,26,31,44,25,20,13,8,17,23,22,22,20,50,40,42,9,12,5,14,18,16,6,3,502,29,20,25,20,18,5,8,15,19,22,40,24,42,49,38,16,20,7,21,18,24,11,11
1500000US245102801024,245102801024,"Block Group 4, Census Tract 2801.02, Baltimore city, Maryland",1541,669,45,39,48,38,30,13,15,30,47,28,29,42,53,47,39,15,16,10,14,33,25,8,5,872,59,47,48,33,26,10,8,38,54,51,33,56,65,77,56,23,25,16,25,52,34,26,10
1500000US245102801025,245102801025,"Block Group 5, Census Tract 2801.02, Baltimore city, Maryland",1322,594,44,32,37,37,16,7,5,18,26,35,36,42,55,48,34,12,15,9,20,17,30,11,8,728,32,29,37,20,26,8,15,25,24,37,35,35,53,70,63,24,16,22,26,47,42,27,15
1500000US245102801026,245102801026,"Block Group 6, Census Tract 2801.02, Baltimore city, Maryland",768,335,16,15,24,16,20,9,3,12,22,21,16,24,24,28,26,8,10,6,8,8,10,5,4,433,17,36,13,14,11,8,3,13,28,12,21,28,32,44,33,14,15,7,11,23,23,16,11
1500000US245102802001,245102802001,"Block Group 1, Census Tract 2802, Baltimore city, Maryland",1170,557,44,34,45,42,29,6,9,17,20,26,29,30,52,45,25,11,19,11,9,13,18,15,8,613,48,39,40,28,15,8,8,27,25,33,26,33,56,39,40,20,20,14,18,15,17,29,15
1500000US245102802002,245102802002,"Block Group 2, Census Tract 2802, Baltimore city, Maryland",592,272,22,22,17,9,5,0,3,5,13,15,21,23,24,12,25,10,8,3,8,5,9,7,6,320,18,16,15,10,9,7,12,8,21,14,20,29,23,20,23,7,8,4,10,14,11,10,11
1500000US245102802003,245102802003,"Block Group 3, Census Tract 2802, Baltimore city, Maryland",620,289,16,19,22,14,9,0,5,11,22,18,12,17,25,22,15,3,12,6,8,11,14,6,2,331,19,12,15,18,4,6,6,17,15,18,15,26,33,26,14,17,16,4,8,19,10,9,4
1500000US245102802004,245102802004,"Block Group 4, Census Tract 2802, Baltimore city, Maryland",813,357,18,21,15,13,9,2,3,14,31,15,27,19,33,23,29,11,19,6,10,17,10,6,6,456,26,16,17,17,12,6,5,20,34,31,25,29,43,31,40,12,14,11,9,22,19,11,6
1500000US245102802005,245102802005,"Block Group 5, Census Tract 2802, Baltimore city, Maryland",859,399,21,26,31,16,6,10,10,17,23,25,23,18,31,30,30,7,14,13,4,16,9,7,12,460,23,32,24,11,8,5,5,17,27,27,20,38,41,38,40,13,22,8,10,15,14,10,12
1500000US245102802006,245102802006,"Block Group 6, Census Tract 2802, Baltimore city, Maryland",774,353,15,16,27,18,7,7,6,9,22,15,29,29,36,20,19,6,8,9,11,11,17,10,6,421,17,23,19,10,10,3,3,10,25,21,27,31,26,35,29,10,13,7,15,28,28,19,12
1500000US245102803011,245102803011,"Block Group 1, Census Tract 2803.01, Baltimore city, Maryland",1042,438,56,54,39,22,14,6,11,28,39,24,33,25,10,19,23,13,11,2,3,3,1,1,1,604,52,47,42,25,19,14,8,34,63,62,34,35,47,38,33,7,15,6,8,5,4,1,5
1500000US245102803012,245102803012,"Block Group 2, Census Tract 2803.01, Baltimore city, Maryland",1136,505,43,50,38,25,8,9,3,24,53,40,47,38,28,25,25,18,5,8,5,6,4,2,1,631,46,42,57,21,14,9,8,42,77,73,47,29,41,35,28,12,15,9,4,7,6,4,5
1500000US245102803013,245102803013,"Block Group 3, Census Tract 2803.01, Baltimore city, Maryland",1923,790,72,59,52,34,22,11,8,38,54,62,45,55,58,61,45,14,21,13,22,16,9,10,9,1133,72,55,49,37,26,22,25,77,103,61,58,47,72,84,89,31,50,23,29,43,37,21,22
1500000US245102803021,245102803021,"Block Group 1, Census Tract 2803.02, Baltimore city, Maryland",1328,554,42,53,38,26,16,6,4,29,31,32,29,33,51,37,43,10,13,6,6,13,15,16,5,774,57,33,50,18,18,9,14,51,75,58,39,49,55,56,54,22,11,10,14,36,23,15,7
1500000US245102803022,245102803022,"Block Group 2, Census Tract 2803.02, Baltimore city, Maryland",954,413,37,24,27,20,11,5,6,25,32,21,25,26,28,29,26,11,10,7,11,13,10,5,4,541,40,32,31,14,19,9,4,30,44,25,36,44,38,39,43,7,13,8,10,12,24,9,10
1500000US245102804011,245102804011,"Block Group 1, Census Tract 2804.01, Baltimore city, Maryland",753,326,20,24,23,21,9,4,3,12,13,22,19,29,31,23,19,2,12,9,8,10,9,3,1,427,25,19,34,15,9,4,7,11,23,25,33,28,28,37,25,19,13,14,18,14,14,6,6
1500000US245102804012,245102804012,"Block Group 2, Census Tract 2804.01, Baltimore city, Maryland",599,284,20,17,16,8,5,1,2,11,14,15,21,25,19,27,19,6,12,4,11,8,11,10,2,315,19,20,18,7,6,2,3,11,16,12,26,20,19,27,29,9,12,9,8,23,9,4,6
1500000US245102804013,245102804013,"Block Group 3, Census Tract 2804.01, Baltimore city, Maryland",711,328,36,17,23,12,6,5,5,20,17,20,16,20,33,27,24,7,10,4,9,8,4,2,3,383,27,12,15,9,10,6,5,21,36,20,26,25,25,39,32,5,20,8,13,11,8,6,4
1500000US245102804014,245102804014,"Block Group 4, Census Tract 2804.01, Baltimore city, Maryland",922,384,15,14,35,24,16,8,5,13,23,18,21,28,22,35,25,9,15,16,13,16,6,2,5,538,24,32,32,25,17,6,6,14,23,28,27,35,41,52,37,21,23,17,22,19,13,11,13
